Source,Target,Weight
FIRST_MATE,THEON,5
GRENN,MORAG,5
HIGH_SEPTON,JOFFREY,5
HIGH_SEPTON,TOMMEN,5
HIZDAHR,MANSERVANT,5
HOT_PIE,PODRICK,5
HOUND,PODRICK,5
JAIME,QYBURN,5
JAIME,SHAE,5
JANOS,OLLY,5
JOFFREY,PODRICK,5
JOFFREY,POLLIVER,5
JOFFREY,PYCELLE,5
JON,NED,5
LHARA,SALLADHOR,5
LUTHOR,OLENNA,5
LYSA,TYRION,5
MACE,PYCELLE,5
MACE,SANSA,5
MACE,SHAE,5
MARGAERY,OBERYN,5
MOUNTAIN,TYRION,5
OBERYN,PODRICK,5
OLENNA,TYRION,5
RAMSAY,WALDA,5
ROOSE_BOLTON,WALDA,5
SELYSE,SHIREEN,5
ADRACK_HUMBLE,THEON,4
AERYS,JAIME,4
AERYS,ROBERT,4
ARYA,RORGE,4
AXELL_FLORENT,MELISANDRE,4
AXELL_FLORENT,SELYSE,4
BALON_DWARF,JOFFREY_DWARF,4
BALON_DWARF,STANNIS_DWARF,4
BLACK_JACK,KEGS,4
BLACK_JACK,MULLY,4
BRAN,CRASTER,4
BRAN,RAST,4
BRONN,MORGAN,4
CATELYN,CERSEI,4
CATELYN,NED,4
CATELYN,ROBB,4
COOPER,GRENN,4
CRASTER,GRENN,4
CRASTER,LOCKE,4
CRASTER,MORAG,4
CRASTER,SISSY,4
CRASTERS_BABY,RAST,4
CRASTERS_BABY,SISSY,4
DAARIO,MEEREEN_CHAMPION,4
DAENERYS,HIZDAHRS_FATHER,4
EDDISON_TOLLETT,SISSY,4
ELDER_MEEREEN_SLAVE,GREY_WORM,4
ELDER_MEEREEN_SLAVE,MEEREEN_SLAVE,4
ELIA,MOUNTAIN,4
ELIA,TYWIN,4
ELLARIA,JAIME,4
ELLARIA,MOUNTAIN,4
ELLARIA,PODRICK,4
GILLY,JANOS,4
GILLY,STYR,4
GILLY,YGRITTE,4
GRENN,SISSY,4
HIGH_SEPTON,JAIME,4
HIGH_SEPTON,MARGAERY,4
JANOS,MAESTER_AEMON,4
JOFFREY,JOFFREY_DWARF,4
JOFFREY,NED,4
JON,MAG_THE_MIGHTY,4
JON_ARRYN,LITTLEFINGER,4
KEGS,MULLY,4
LEAF,MEERA,4
LITTLE_SAM,MOLES_TOWN_WHORE,4
LITTLEFINGER,NED,4
LOCKE,RAMSAY,4
LORAS,OBERYN,4
LYSA,NED,4
LYSA,YOHN_ROYCE,4
MANCE,TORMUND,4
MERYN_TRANT,ROOSE_BOLTON,4
MERYN_TRANT,TYWIN,4
MORAG,SISSY,4
MORGAN,TYRION,4
MYRANDA,THEON,4
MYRANDA,YARA,4
OBERYN,SANSA,4
OLLY,OLLYS_MOTHER,4
PODRICK,SANSA,4
PYCELLE,TOMMEN,4
SAM,STYR,4
SAM,YGRITTE,4
SANSA,TOMMEN,4
STYR,THENN_WARG,4
AERYS,TYRION,3
ALLISER_THORNE,OLLY,3
ALLISER_THORNE,QHORIN,3
ANYA_WAYNWOOD,LYSA,3
ARYA,CATELYN,3
ARYA,HOT_PIE,3
ARYA,JOFFREY,3
ARYA,NED,3
ARYA,PODRICK,3
ARYA,SANSA,3
BAELOR,TYWIN,3
BALON_DWARF,RENLY_DWARF,3
BOLTON_GUARD,FIRST_MATE,3
BRAN,CRASTERS_BABY,3
BRAN,NED,3
BRAN,RAMSAY,3
BRIENNE,SELWYN,3
BRONN,ELLARIA,3
BRONN,LOLLYS,3
BRONN,MOUNTAIN,3
BRONN,SHAE,3
CATELYN,HOSTER,3
CATELYN,JAIME,3
CATELYN,TYRION,3
CERSEI,NED,3
CERSEI,OLENNA,3
CERSEI,PODRICK,3
CERSEI,ROBERT,3
COOPER,DONNEL_HILL,3
CRASTER,JOJEN,3
CRASTER,MEERA,3
CRASTER,SAM,3
CRASTERS_BABY,MEERA,3
DAENERYS,MANSERVANT,3
DONNEL_WAYNWOOD,HOUND,3
DORAN,TYRION,3
EDDISON_TOLLETT,OLLY,3
ELLARIA,JOFFREY,3
ELLARIA,LORAS,3
GILLY,TORMUND,3
GUYMON,OLLYS_MOTHER,3
HODOR,LEAF,3
HODOR,RAST,3
HOSTER,LYSA,3
HOUND,INNKEEPER,3
HOUND,SYRIO_FOREL,3
INNKEEPER,POLLIVER,3
JAIME,MERYN_TRANT,3
JAIME,OLENNA,3
JAIME,STANNIS,3
JOFFREY,LORAS,3
JOFFREY,MOUNTAIN,3
JOFFREY,RENLY,3
JOFFREY,ROBB_DWARF,3
JOFFREY,STANNIS,3
JOFFREY_DWARF,SANSA,3
JOFFREY_DWARF,STANNIS_DWARF,3
JOJEN,LEAF,3
JOJEN,THREE_EYED_RAVEN,3
JON,OTHELL_YARWYCK,3
LITTLEFINGER,TYRION,3
LORAS,TYRION,3
MACE,OLENNA,3
MAG_THE_MIGHTY,MANCE,3
MAG_THE_MIGHTY,SAM,3
MEEREEN_SLAVE,MOSSADOR,3
MOLES_TOWN_MADAM,MOLES_TOWN_WHORE,3
NED,TYRION,3
OLENNA,SANSA,3
OLENNA,TOMMEN,3
OLLY,PYP,3
OLLY,TORMUND,3
PODRICK,TYWIN,3
PODRICK,VARYS,3
PYCELLE,SANSA,3
PYP,TORMUND,3
ROBB,SANSA,3
ROBERT,TYWIN,3
STANNIS,TOMMEN,3
THENN_WARG,TORMUND,3
THENN_WARG,YGRITTE,3
VANCE_CORBRAY,YOHN_ROYCE,3
ADRACK_HUMBLE,RALF,2
AERYS,CERSEI,2
ALLISER_THORNE,CRASTER,2
ALLISER_THORNE,YGRITTE,2
ANYA_WAYNWOOD,ROBIN,2
ANYA_WAYNWOOD,VANCE_CORBRAY,2
ARYA,DONNEL_WAYNWOOD,2
ARYA,INNKEEPER,2
ARYA,INNKEEPERS_DAUGHTER,2
ARYA,JAIME,2
ARYA,JAQEN,2
ARYA,LOMMY,2
ARYA,LYSA,2
ARYA,MERYN_TRANT,2
ARYA,SYRIO_FOREL,2
ARYA,TOMMY,2
AXELL_FLORENT,DAVOS,2
AXELL_FLORENT,STANNIS,2
BAELOR,HIGH_SEPTON,2
BAELOR,JOFFREY,2
BAELOR,TYRION,2
BALON,ROOSE_BOLTON,2
BALON_DWARF,JOFFREY,2
BARRISTAN,CERSEI,2
BARRISTAN,GOATHERD,2
BARRISTAN,JOFFREY,2
BARRISTAN,VARYS,2
BITER,HOUND,2
BITER,RORGE,2
BOROS,JAIME,2
BRAN,RICKON,2
BRAN,SAM,2
BRIENNE,BRONN,2
BRIENNE,LORAS,2
BRIENNE,NED,2
BRONN,CERSEI,2
BRONN,FALYSE,2
BRONN,MORGANS_FRIEND,2
BRONN,TYWIN,2
BRONN,VARYS,2
CATELYN,JOFFREY,2
CATELYN,JON_ARRYN,2
CERSEI,ELIA,2
CERSEI,FOOL,2
CERSEI,JOANNA,2
CERSEI,JOFFREY_DWARF,2
CERSEI,MERYN_TRANT,2
CERSEI,ROBB_DWARF,2
CRASTER,CRASTERS_BABY,2
CRASTER,HODOR,2
CRASTER,MANCE,2
CRASTERS_BABY,HODOR,2
CRASTERS_BABY,JOJEN,2
CRASTERS_BABY,KARL_TANNER,2
CRASTERS_BABY,NIGHT_KING,2
CRASTERS_BABY,WHITE_WALKER,2
DAENERYS,DROGO,2
DAENERYS,MASTER_MIGHDAL,2
DAENERYS,RHAEGAR,2
DAENERYS,VARYS,2
DAENERYS,VISERYS,2
DAVOS,EDDISON_TOLLETT,2
DAVOS,GRENN,2
DAVOS,MAESTER_AEMON,2
DAVOS,SAM,2
DONGO_THE_GIANT,JON,2
DONNEL_HILL,MAG_THE_MIGHTY,2
DORAN,OBERYN,2
DORNISH_LORD,OBERYN,2
DROGO,RHAEGAR,2
EDDISON_TOLLETT,MAESTER_AEMON,2
EDDISON_TOLLETT,MELISANDRE,2
EDDISON_TOLLETT,SELYSE,2
EDDISON_TOLLETT,SHIREEN,2
EDDISON_TOLLETT,STANNIS,2
ELLARIA,MACE,2
ELLARIA,MARGAERY,2
ELLARIA,MORGANS_FRIEND,2
ELLARIA,SANSA,2
ELLARIA,VARYS,2
FENNESZ,MISSANDEI,2
FOOL,JOFFREY,2
FOOL,TYWIN,2
GILLY,MOLES_TOWN_MADAM,2
GOATHERD,GOATHERDS_SON,2
GOATHERD,GREY_WORM,2
GOATHERD,JORAH,2
GRENN,MAESTER_AEMON,2
GRENN,MELISANDRE,2
GRENN,SELYSE,2
GRENN,SHIREEN,2
GRENN,STANNIS,2
GRENN,YGRITTE,2
GREY_WORM,MOSSADOR,2
GUYMON,STYR,2
GUYMON,YGRITTE,2
HIGH_SEPTON,MACE,2
HIZDAHR,JORAH,2
HODOR,NED,2
HODOR,THREE_EYED_RAVEN,2
HOSTER,JON_ARRYN,2
HOSTER,LITTLEFINGER,2
HOUND,INNKEEPERS_DAUGHTER,2
HOUND,LOMMY,2
HOUND,MERYN_TRANT,2
HOUND,MOUNTAIN,2
HOUND,TOMMY,2
HOUND,VARYS,2
INNKEEPER,TOMMY,2
JAIME,JOANNA,2
JAIME,NED,2
JAIME,PYCELLE,2
JANOS,LITTLE_SAM,2
JANOS,LOCKE,2
JANOS,OTHELL_YARWYCK,2
JANOS,PYP,2
JEOR,JON,2
JEOR,KARL_TANNER,2
JOFFREY,LYSA,2
JOFFREY,MERYN_TRANT,2
JOFFREY,RENLY_DWARF,2
JOFFREY,ROBB,2
JOFFREY,STANNIS_DWARF,2
JOFFREY,VARYS,2
JOFFREY_DWARF,MARGAERY,2
JOFFREY_DWARF,RENLY_DWARF,2
JOFFREY_DWARF,TYRION,2
JOJEN,JON,2
JOJEN,LOCKE,2
JOJEN,RAST,2
JON,MELISANDRE,2
JON,QHORIN,2
JON,SELYSE,2
JON,SHIREEN,2
JON_ARRYN,ROBIN,2
JORAH,MEEREEN_CHAMPION,2
JORAH,VARYS,2
LEAF,THREE_EYED_RAVEN,2
LITTLE_SAM,MOLES_TOWN_MADAM,2
LITTLE_SAM,PYP,2
LITTLEFINGER,TYWIN,2
LITTLEFINGER,VANCE_CORBRAY,2
LOCKE,MEERA,2
LOCKE,MORAG,2
LOCKE,RAST,2
LOCKE,ROOSE_BOLTON,2
LOCKE,SAM,2
LOCKE,SISSY,2
LOLLYS,TYRION,2
LORAS,OLENNA,2
LORAS,RENLY_DWARF,2
LORAS,SANSA,2
LORAS,STANNIS_DWARF,2
LUTHOR,VIOLA,2
MACE,MOUNTAIN,2
MACE,PODRICK,2
MAESTER_AEMON,MELISANDRE,2
MAESTER_AEMON,OLLY,2
MAESTER_AEMON,PYP,2
MAESTER_AEMON,SELYSE,2
MAESTER_AEMON,SHIREEN,2
MAESTER_AEMON,STANNIS,2
MAREI,MORGAN,2
MAREI,SHAE,2
MAREI,TYRION,2
MARGAERY,PYCELLE,2
MARGAERY,ROBB_DWARF,2
MEERA,NED,2
MEERA,RAST,2
MELISANDRE,SAM,2
MERYN_TRANT,SYRIO_FOREL,2
MERYN_TRANT,THEON,2
MISSANDEI,ZALA,2
MOLES_TOWN_WHORE,SAM,2
MORGANS_FRIEND,TYRION,2
MOUNTAIN,POLLIVER,2
MOUNTAIN,SHAE,2
MUSICIAN,OLENNA,2
MYRCELLA,OBERYN,2
NED,ROBERT,2
NED,STANNIS,2
NED,YOHN_ROYCE,2
NIGHT_KING,WHITE_WALKER,2
OLENNA,VIOLA,2
OLLYS_MOTHER,STYR,2
OLLYS_MOTHER,TORMUND,2
OLLYS_MOTHER,YGRITTE,2
ORYS,ORYS_BROTHER,2
ORYS,TYWIN,2
ORYS_BROTHER,TYWIN,2
PODRICK,SHAE,2
POLLIVER,TOMMY,2
RALF,ROOSE_BOLTON,2
RAMSAY,RICKON,2
RAMSAY,ROBB,2
RANDYLL,SAM,2
RENLY_DWARF,ROBB_DWARF,2
ROBB,TYRION,2
ROBB_DWARF,SANSA,2
ROBB_DWARF,TYRION,2
ROBIN,TYRION,2
SAM,SELYSE,2
SAM,SHIREEN,2
SAM,STANNIS,2
SANSA,VANCE_CORBRAY,2
SANSA,VARYS,2
SANSA,WAYMAR_ROYCE,2
STANNIS,TYWIN,2
TOMMEN,TYCHO,2
TOMMEN,VARYS,2
TYCHO,TYWIN,2
