Source,Target,Weight
CATELYN,LITTLEFINGER,5
CERSEI,ROBERT,5
DAENERYS,OWNER,5
DERRYK,GILLY,5
DORAN,OBERYN,5
EDDISON_TOLLETT,OLLY,5
ELLARIA,NYMERIA,5
HIGH_SEPTON,MACE,5
JON,LORD_OF_BONES,5
KEVAN,TOMMEN,5
LITTLEFINGER,STANNIS,5
MELISANDRE,SAM,5
NED,STANNIS,5
PODRICK,STANNIS,5
RICKON,THEON,5
SAM,SELYSE,5
ALLISER_THORNE,DAVOS,4
ALLISER_THORNE,EDDISON_TOLLETT,4
ALLISER_THORNE,MAESTER_AEMON,4
ALLISER_THORNE,TORMUND,4
AREO,NYMERIA,4
AREO,TYENE,4
ARYA,MACE,4
BARRISTAN,MOSSADOR,4
CERSEI,OLYVAR,4
CERSEI,ROOSE_BOLTON,4
CERSEI,VARYS,4
DORNISH_RIDER,JAIME,4
EDDISON_TOLLETT,STANNIS,4
ELLARIA,TRYSTANE,4
GILLY,MAESTER_AEMON,4
GILLY,STANNIS,4
HIGH_SEPTON,HIGH_SPARROW,4
HIGH_SPARROW,RENLY,4
HIGH_SPARROW,ROBERT,4
HIZDAHR,JORAH,4
JAIME,TYENE,4
JON,NIGHT_KING,4
JORAH,OWNER,4
LITTLEFINGER,ROBIN,4
LITTLEFINGER,THEON,4
LOBODA,TORMUND,4
MERYN_TRANT,QYBURN,4
MYRANDA,ROOSE_BOLTON,4
QUICK,STRONG,4
ROBERT,STANNIS,4
ROOSE_BOLTON,STANNIS,4
ROOSE_BOLTON,TYWIN,4
SAM,SHIREEN,4
SANSA,YOHN_ROYCE,4
THEON,WALDA,4
AEGON,MAESTER_AEMON,3
AERYS,DAENERYS,3
ARYA,NED,3
ARYA,TYCHO,3
BARRISTAN,GREY_WORM,3
BARRISTAN,RHAEGAR,3
BRAN,SANSA,3
CERSEI,JOFFREY,3
CERSEI,OBERYN,3
CERSEI,SANSA,3
DORAN,TOMMEN,3
EDDISON_TOLLETT,JANOS,3
GILLY,JANOS,3
GREY_WORM,MOSSADOR,3
GREY_WORM,TYRION,3
JAIME,LOLLYS,3
JAIME,OBARA,3
JAIME,TYRION,3
JAIME,VARYS,3
JANOS,OLLY,3
JANOS,STANNIS,3
JEOR,JON,3
JOFFREY,MARGAERY,3
JOFFREY,TOMMEN,3
JON,OTHELL_YARWYCK,3
JON,ROBB,3
KEVAN,LANCEL,3
KEVAN,PYCELLE,3
KEVAN,QYBURN,3
LITTLE_SAM,OLLY,3
LITTLEFINGER,LYANNA,3
LITTLEFINGER,LYSA,3
LITTLEFINGER,NED,3
LITTLEFINGER,PODRICK,3
LITTLEFINGER,YOHN_ROYCE,3
LORD_WEEBLY,SAM,3
LYANNA,SANSA,3
MANCE,MELISANDRE,3
NED,ROBERT,3
NED,SANSA,3
OBARA,OBERYN,3
PODRICK,RENLY,3
PODRICK,TYRION,3
RICKON,SANSA,3
ROYCE,SANSA,3
SANSA,STANNIS,3
SHAE,TYRION,3
SHAE,TYWIN,3
STANNIS,TORMUND,3
AEGON,RHAENYRA,2
AERYS,BARRISTAN,2
ALLISER_THORNE,DENYS,2
ALLISER_THORNE,MANCE,2
ARYA,MADAME,2
ARYA,MOUNTAIN,2
ARYA,SANSA,2
ARYA,WALDER,2
BARRISTAN,HIZDAHR,2
BRIAN,JON,2
BRIENNE,ROBERT,2
BRIENNE,SELWYN,2
BRONN,CERSEI,2
BRONN,FALYSE,2
CATELYN,NED,2
CATELYN,ROBB,2
CERSEI,ELLARIA,2
CERSEI,JORAH,2
CERWYN,RAMSAY,2
DAARIO,QUICK,2
DAARIO,STRONG,2
DAENERYS,QUICK,2
DAENERYS,ROBERT,2
DAENERYS,STRONG,2
DAVOS,EDDISON_TOLLETT,2
DAVOS,SAM,2
DORAN,OBARA,2
DORAN,TYENE,2
EDDISON_TOLLETT,GILLY,2
EDDISON_TOLLETT,LITTLE_SAM,2
EDDISON_TOLLETT,PYP,2
EDDISON_TOLLETT,TORMUND,2
GILLY,MELISANDRE,2
GRENN,PYP,2
HIGH_SEPTON,PYCELLE,2
HIGH_SPARROW,MERYN_TRANT,2
HIGH_SPARROW,SEPTA_UNELLA,2
HIZDAHR,OWNER,2
HIZDAHR,QUICK,2
HIZDAHR,STRONG,2
JAIME,LITTLEFINGER,2
JAIME,NYMERIA,2
JAIME,TOMMEN,2
JAQEN,MACE,2
JAQEN,MERYN_TRANT,2
JEOR,SAM,2
JOFFREY,RENLY,2
JOFFREY,ROBERT,2
JOFFREY,SANSA,2
JOFFREY,TYRION,2
JOFFREY,TYWIN,2
JON,LITTLE_SAM,2
JON,LORD_WEEBLY,2
JON,ROOSE_BOLTON,2
JON,SHIREEN,2
JORAH,MOSSADOR,2
KARSI,NIGHT_KING,2
KEVAN,TYWIN,2
LANCEL,OLYVAR,2
LANCEL,PYCELLE,2
LITTLE_SAM,MELISANDRE,2
LITTLE_SAM,STANNIS,2
LITTLEFINGER,LORAS,2
LITTLEFINGER,MYRANDA,2
LITTLEFINGER,OLYVAR,2
LITTLEFINGER,RENLY,2
LITTLEFINGER,ROBB,2
LITTLEFINGER,TOMMEN,2
LITTLEFINGER,WALDA,2
LOLLYS,TANDA,2
LORAS,TYWIN,2
LYANNA_MORMONT,STANNIS,2
MACE,MERYN_TRANT,2
MACE,THIN_MAN,2
MACE,TOMMEN,2
MAESTER_WOLKAN,ROOSE_BOLTON,2
MAGGY,MELARA,2
MAGGY,ROBERT,2
MAGNAR,SAM,2
MANCE,SAM,2
MARGAERY,ROBERT,2
MELISANDRE,OLLY,2
MERYN_TRANT,MOUNTAIN,2
MERYN_TRANT,THIN_MAN,2
MOSSADOR,TYRION,2
NED,THEON,2
OLENNA,OLYVAR,2
OLYVAR,TOMMEN,2
PYCELLE,VARYS,2
QUICK,TYRION,2
RANDYLL,SAM,2
RHAEGAR,ROBERT,2
ROBB,SANSA,2
ROBB,THEON,2
ROBERT,TYWIN,2
ROBERT,VARYS,2
ROBIN,ROYCE,2
ROBIN,SANSA,2
STANNIS,STEFFON,2
STRONG,TYRION,2
THIN_MAN,WAIF,2
TOMMEN,TYWIN,2
TYCHO,JAQEN,2
TYCHO,MERYN_TRANT,2
TYCHO,THIN_MAN,2
